ID ORDEN,FECHA DE ORDEN,FECHA DE DESPACHO,PRIORIDAD,ID CLIENTE,CLIENTE,SEGMENTO DE CLIENTE,CATEGORIA DE PRODUCTO,SUBCATEGORIA DE PRODUCTO,PRODUCTO,CIUDAD,PRECIO UNITARIO,CANTIDAD DE PEDIDO,DESCUENTO x unidad,COSTO DE ENVIO
86884,14/02/2015,"lunes, 16 de Febrero de 2015",Critical,2490,Pauline Finch,Home Office,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,California,348.21,2,0.09,40.19
86885,26/04/2015,"martes, 28 de Abril de 2015",Low,2495,Maria Block,Consumer,Office Supplies,Pens & Art Supplies,Newell 336,Wyoming,4.28,2,0.06,0.94
86885,26/04/2015,"lunes, 27 de Abril de 2015",Medium,2489,Craig Liu,Home Office,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,California,419.19,5,0.04,19.99
86886,12/01/2015,"lunes, 12 de Enero de 2015",Not Specified,2489,Craig Liu,Home Office,Technology,Telephones and Communication,T6120,California,65.99,9,0.07,8.8
86886,12/01/2015,"miércoles, 14 de Enero de 2015",Not Specified,2490,Pauline Finch,Home Office,Technology,Computer Peripherals,TDK 4.7GB DVD-R,California,10.01,11,0,1.99
86887,09/04/2015,"jueves, 09 de Abril de 2015",High,2488,Gordon Walker,Consumer,Office Supplies,Labels,Avery 493,Arkansas,4.91,9,0.08,0.5
86887,09/04/2015,"viernes, 10 de Abril de 2015",High,2488,Gordon Walker,Consumer,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Arkansas,28.15,11,0.02,6.17
86898,20/01/2015,"miércoles, 21 de Enero de 2015",Critical,3155,Julian Keith Mayer,Corporate,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Florida,60.22,9,0.02,3.5
86899,26/01/2015,"martes, 27 de Enero de 2015",High,3154,Faye Manning,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Florida,150.98,8,0.08,13.99
86899,26/01/2015,"martes, 27 de Enero de 2015",High,3155,Julian Keith Mayer,Corporate,Office Supplies,Storage & Organization,Fellowes Neat Ideas® Storage Cubes,Florida,32.48,10,0.1,35
86899,26/01/2015,"martes, 27 de Enero de 2015",High,3155,Julian Keith Mayer,Corporate,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Florida,25.98,4,0.03,14.36
86900,28/05/2015,"sábado, 30 de Mayo de 2015",Critical,3154,Faye Manning,Consumer,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Florida,17.7,11,0.03,9.47
86901,30/03/2015,"lunes, 30 de Marzo de 2015",Critical,3154,Faye Manning,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Florida,21.38,21,0.04,8.99
86902,19/04/2015,"martes, 21 de Abril de 2015",Critical,3155,Julian Keith Mayer,Consumer,Technology,Computer Peripherals,Gyration RF Keyboard,Florida,159.99,23,0.05,5.5
86913,23/05/2015,"sábado, 23 de Mayo de 2015",High,1182,Jesse Williamson,Home Office,Office Supplies,Labels,Avery 494,Utah,2.61,15,0.07,0.5
86914,29/06/2015,"lunes, 29 de Junio de 2015",Not Specified,1183,Becky O'Brien,Home Office,Technology,Telephones and Communication,Accessory9,Utah,35.99,9,0.04,3.3
86925,22/01/2015,"lunes, 26 de Enero de 2015",Low,2896,Anna Ellis,Home Office,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Minnesota,880.98,8,0.02,44.55
86926,13/02/2015,"sábado, 14 de Febrero de 2015",High,2897,Betty Giles,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Minnesota,80.97,11,0.05,30.06
86926,13/02/2015,"domingo, 15 de Febrero de 2015",High,2897,Betty Giles,Home Office,Office Supplies,Paper,Xerox 1997,Minnesota,6.48,2,0,10.05
86927,12/03/2015,"sábado, 14 de Marzo de 2015",Critical,2896,Anna Ellis,Home Office,Office Supplies,Paper,Xerox 1973,Minnesota,22.84,15,0,16.92
86933,13/02/2015,"domingo, 15 de Febrero de 2015",Critical,2020,Erika Jordan,Home Office,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,Pennsylvania,120.98,11,0.02,58.64
86949,01/05/2015,"domingo, 03 de Mayo de 2015",Critical,2394,Tina Monroe,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Georgia,11.7,16,0.01,5.63
86949,01/05/2015,"viernes, 01 de Mayo de 2015",Critical,2394,Tina Monroe,Corporate,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Georgia,4.55,9,0.03,1.49
86950,29/05/2015,"domingo, 31 de Mayo de 2015",Medium,2393,Debbie Dillon,Corporate,Office Supplies,Paper,Xerox 216,Georgia,6.48,2,0.02,7.91
86951,04/01/2015,"martes, 06 de Enero de 2015",High,2393,Debbie Dillon,Corporate,Furniture,Office Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Georgia,105.29,12,0.06,10.12
86952,23/03/2015,"martes, 24 de Marzo de 2015",Not Specified,2395,Beverly Roberts,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Georgia,60.97,15,0.04,4.5
86956,19/02/2015,"viernes, 20 de Febrero de 2015",Not Specified,1827,Vincent Hale,Corporate,Office Supplies,Pens & Art Supplies,Newell 315,Iowa,5.98,9,0,0.96
86956,19/02/2015,"viernes, 20 de Febrero de 2015",Not Specified,1828,Stacey Lucas,Corporate,Office Supplies,Paper,Xerox 1983,Iowa,5.98,7,0.02,5.46
86957,25/03/2015,"viernes, 27 de Marzo de 2015",Critical,1829,Suzanne Cochran,Corporate,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Iowa,10.64,5,0.01,5.16
86958,18/04/2015,"lunes, 20 de Abril de 2015",Medium,1827,Vincent Hale,Corporate,Technology,Telephones and Communication,Accessory34,Iowa,85.99,5,0.03,0.99
86958,18/04/2015,"martes, 21 de Abril de 2015",Medium,1827,Vincent Hale,Corporate,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Iowa,100.98,2,0.07,57.38
86958,18/04/2015,"domingo, 19 de Abril de 2015",Medium,1826,Kate Peck,Corporate,Office Supplies,Storage & Organization,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Iowa,52.99,7,0.1,19.99
86959,12/05/2015,"jueves, 14 de Mayo de 2015",Medium,1826,Kate Peck,Corporate,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Iowa,9.27,1,0,4.39
86960,06/01/2015,"domingo, 11 de Enero de 2015",Low,1828,Stacey Lucas,Corporate,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Iowa,20.95,7,0.04,4
86960,06/01/2015,"martes, 13 de Enero de 2015",Low,1829,Suzanne Cochran,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers,Iowa,39.06,9,0.05,10.55
86960,06/01/2015,"jueves, 15 de Enero de 2015",Low,1829,Suzanne Cochran,Corporate,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels,Iowa,3.52,4,0.04,6.83
86960,06/01/2015,"martes, 13 de Enero de 2015",Low,1829,Suzanne Cochran,Corporate,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote with Lid, Black",Iowa,15.51,1,0.02,17.78
86960,06/01/2015,"martes, 06 de Enero de 2015",Low,1828,Stacey Lucas,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Iowa,7.1,14,0.05,6.05
86966,09/02/2015,"martes, 10 de Febrero de 2015",Medium,1574,Sherry Hurley,Consumer,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",North Carolina,20.95,19,0.07,5.99
86973,03/03/2015,"martes, 10 de Marzo de 2015",Low,1686,Lynn O'Donnell,Corporate,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Illinois,2.08,9,0.08,5.33
86989,12/06/2015,"viernes, 19 de Junio de 2015",Low,3179,Marie Pittman,Corporate,Office Supplies,Paper,Xerox 1906,Minnesota,35.44,11,0.07,7.5
87002,17/02/2015,"jueves, 19 de Febrero de 2015",High,1305,Chris Pritchard,Consumer,Furniture,Office Furnishings,Deflect-o Glass Clear Studded Chair Mats,Utah,62.18,3,0.04,10.84
87003,19/02/2015,"sábado, 21 de Febrero de 2015",High,1303,Cindy Harvey,Consumer,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Utah,39.48,12,0.03,1.99
87004,23/04/2015,"viernes, 24 de Abril de 2015",Medium,1304,Sherri McIntosh,Consumer,Office Supplies,Labels,Avery 507,Utah,2.88,3,0.08,0.5
87005,19/02/2015,"jueves, 26 de Febrero de 2015",Low,1303,Cindy Harvey,Consumer,Technology,Telephones and Communication,T3390,Utah,65.99,9,0.01,5.31
87015,15/03/2015,"miércoles, 18 de Marzo de 2015",High,1123,Peggy Lanier,Small Business,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",California,7.3,14,0.03,7.72
87016,20/06/2015,"lunes, 22 de Junio de 2015",High,1123,Peggy Lanier,Small Business,Technology,Telephones and Communication,T5165,California,175.99,22,0.09,4.99
87016,20/06/2015,"domingo, 21 de Junio de 2015",High,1124,Randy Jiang,Small Business,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,Connecticut,160.98,18,0.09,35.02
87020,03/02/2015,"jueves, 05 de Febrero de 2015",Not Specified,603,Gretchen Ball,Home Office,Technology,Telephones and Communication,Accessory27,Colorado,35.99,7,0.02,5
87029,05/05/2015,"martes, 05 de Mayo de 2015",Medium,2509,Sidney Larson,Home Office,Office Supplies,Paper,Xerox 1951,Maine,30.98,15,0.05,9.18
87030,15/06/2015,"miércoles, 17 de Junio de 2015",Not Specified,2512,Frances Holt,Home Office,Office Supplies,Paper,Xerox 1905,Massachusetts,6.48,19,0.04,9.54
87031,08/01/2015,"lunes, 12 de Enero de 2015",Low,2508,Pauline Brooks,Home Office,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Maine,5.81,7,0.02,8.49
87032,18/02/2015,"sábado, 21 de Febrero de 2015",Medium,2521,Shawn Meyer,Home Office,Technology,Telephones and Communication,T5165,Texas,175.99,15,0,4.99
87033,05/06/2015,"domingo, 07 de Junio de 2015",Medium,2516,Leo E Underwood,Home Office,Office Supplies,Storage & Organization,Advantus Rolling Storage Box,New Jersey,17.15,11,0.02,4.96
87033,05/06/2015,"domingo, 07 de Junio de 2015",Medium,2507,Jeanette Davies,Home Office,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Maine,699.99,15,0.06,24.49
87033,05/06/2015,"lunes, 08 de Junio de 2015",Medium,2522,Harriet Wooten,Home Office,Technology,Office Machines,Okidata ML395C Color Dot Matrix Printer,Vermont,1360.14,6,0.04,14.7
87033,05/06/2015,"sábado, 06 de Junio de 2015",Medium,2520,Sandy Mueller,Home Office,Office Supplies,Paper,Xerox 1979,Rhode Island,30.98,12,0.07,8.74
87033,05/06/2015,"domingo, 07 de Junio de 2015",Medium,2506,Alfred Harmon,Home Office,Office Supplies,Paper,Xerox 1984,Connecticut,6.48,1,0.02,8.74
87041,10/04/2015,"sábado, 11 de Abril de 2015",Not Specified,2999,Kim McCarthy,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Michigan,10.98,5,0.03,3.37
87042,26/01/2015,"miércoles, 28 de Enero de 2015",Low,3000,Priscilla Allen,Consumer,Office Supplies,Paper,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Michigan,10.14,4,0.01,2.27
87043,17/03/2015,"jueves, 19 de Marzo de 2015",Not Specified,3001,Anthony Foley,Consumer,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Michigan,5.4,21,0.03,7.78
87057,14/02/2015,"domingo, 15 de Febrero de 2015",High,306,Thomas McAllister,Small Business,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Maryland,8.33,8,0.01,1.99
87057,14/02/2015,"lunes, 16 de Febrero de 2015",High,306,Thomas McAllister,Small Business,Technology,Telephones and Communication,Accessory34,Maryland,85.99,17,0.04,0.99
87071,06/01/2015,"sábado, 10 de Enero de 2015",Low,2146,Courtney Boyd,Corporate,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Virginia,20.34,2,0.05,35
87072,10/02/2015,"jueves, 12 de Febrero de 2015",Medium,2145,Kerry Hardy,Corporate,Furniture,Office Furnishings,"Career Cubicle Clock, 8 1/4"", Black",Florida,20.28,11,0,14.39
87076,21/01/2015,"jueves, 22 de Enero de 2015",Critical,1473,Paul Puckett,Home Office,Technology,Computer Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",Ohio,9.78,9,0.04,1.99
87077,21/03/2015,"domingo, 22 de Marzo de 2015",High,1471,Danielle Daniel,Home Office,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Ohio,420.98,10,0.03,19.99
87078,30/06/2015,"miércoles, 01 de Julio de 2015",Not Specified,1472,Tommy Ellis Ritchie,Home Office,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Ohio,30.98,17,0.02,6.5
87079,25/05/2015,"martes, 26 de Mayo de 2015",Medium,1472,Tommy Ellis Ritchie,Home Office,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,Ohio,20.27,30,0.05,3.99
87086,07/04/2015,"miércoles, 08 de Abril de 2015",Medium,1410,Charles Ward,Corporate,Technology,Telephones and Communication,g520,California,65.99,9,0,5.26
87087,02/02/2015,"miércoles, 04 de Febrero de 2015",Not Specified,1412,Marc Ray,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Fluorescent Desk Style Markers,California,3.38,12,0.08,0.85
87109,16/03/2015,"lunes, 16 de Marzo de 2015",Low,1068,Erik Barr,Home Office,Office Supplies,Paper,Xerox 1982,Illinois,22.84,12,0.04,16.87
87110,14/05/2015,"viernes, 15 de Mayo de 2015",Medium,1069,Pam Bennett,Home Office,Office Supplies,Pens & Art Supplies,Boston 16701 Slimline Battery Pencil Sharpener,Illinois,15.94,41,0.02,5.45
87117,18/05/2015,"miércoles, 20 de Mayo de 2015",Critical,2035,Jon Ward,Consumer,Office Supplies,Rubber Bands,Revere Boxed Rubber Bands by Revere,Florida,1.89,20,0.1,0.76
87134,06/04/2015,"lunes, 06 de Abril de 2015",Critical,925,Ruth Dudley,Small Business,Office Supplies,Rubber Bands,Advantus Push Pins,Maine,2.18,7,0.03,1.38
87134,06/04/2015,"miércoles, 08 de Abril de 2015",Critical,929,Calvin Conway,Small Business,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",New Jersey,170.98,10,0.01,35.89
87135,20/05/2015,"jueves, 21 de Mayo de 2015",Not Specified,922,Dolores Abrams,Small Business,Technology,Telephones and Communication,T5180,California,65.99,14,0.01,8.99
87146,29/01/2015,"sábado, 31 de Enero de 2015",Medium,2061,Marianne Carey,Corporate,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Nebraska,240.98,1,0.02,60.2
87146,29/01/2015,"domingo, 01 de Febrero de 2015",Medium,2062,Alfred Singh,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Virginia,420.98,10,0.02,19.99
87147,08/05/2015,"viernes, 08 de Mayo de 2015",Low,2063,Todd D Norris,Corporate,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Virginia,300.97,1,0.06,7.18
87148,26/06/2015,"martes, 30 de Junio de 2015",Low,2062,Alfred Singh,Corporate,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Virginia,291.73,22,0.04,48.8
87160,11/02/2015,"jueves, 12 de Febrero de 2015",High,2778,Alison Jones,Consumer,Technology,Telephones and Communication,Talkabout T8097,North Carolina,205.99,12,0.05,8.99
87160,11/02/2015,"jueves, 12 de Febrero de 2015",High,2778,Alison Jones,Consumer,Technology,Telephones and Communication,TimeportP7382,North Carolina,205.99,5,0.08,8.99
87161,11/06/2015,"viernes, 12 de Junio de 2015",Critical,2779,Jacob Burgess,Corporate,Technology,Telephones and Communication,Accessory41,North Carolina,35.99,11,0.01,5.99
87162,31/01/2015,"sábado, 07 de Febrero de 2015",Low,2781,Kelly Byers,Consumer,Technology,Office Machines,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Oregon,808.49,11,0.03,55.3
87162,31/01/2015,"miércoles, 04 de Febrero de 2015",Low,2781,Kelly Byers,Consumer,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Oregon,2.16,2,0.09,6.05
87162,31/01/2015,"sábado, 07 de Febrero de 2015",Low,2781,Kelly Byers,Consumer,Office Supplies,Paper,Xerox 217,Oregon,6.48,3,0,8.19
87175,17/05/2015,"lunes, 18 de Mayo de 2015",High,91,Wallace Werner,Home Office,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,California,19.84,9,0.07,4.1
87175,17/05/2015,"martes, 19 de Mayo de 2015",High,92,Victoria Baker Hoover,Home Office,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Louisiana,8.34,16,0.07,1.43
87175,17/05/2015,"lunes, 18 de Mayo de 2015",High,92,Victoria Baker Hoover,Home Office,Office Supplies,Paper,Xerox 1897,Louisiana,4.98,9,0.09,6.07
87176,18/02/2015,"viernes, 20 de Febrero de 2015",Medium,91,Wallace Werner,Home Office,Office Supplies,Paper,Array® Memo Cubes,California,5.18,10,0.05,2.04
87177,04/03/2015,"viernes, 06 de Marzo de 2015",Medium,91,Wallace Werner,Corporate,Technology,Telephones and Communication,T2180,California,175.99,23,0.06,8.99
87178,07/06/2015,"martes, 09 de Junio de 2015",Medium,92,Victoria Baker Hoover,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Louisiana,12.98,16,0.04,3.14
87186,13/04/2015,"miércoles, 15 de Abril de 2015",High,2973,Sally Liu,Home Office,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,Wisconsin,30.97,17,0.01,4
87186,13/04/2015,"miércoles, 15 de Abril de 2015",High,2973,Sally Liu,Home Office,Technology,Telephones and Communication,Timeport L7089,Wisconsin,125.99,23,0.08,7.69
87187,20/05/2015,"jueves, 21 de Mayo de 2015",Critical,2973,Sally Liu,Home Office,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Wisconsin,442.14,6,0.1,14.7
87193,07/05/2015,"sábado, 09 de Mayo de 2015",High,1725,Linda Blake,Corporate,Technology,Telephones and Communication,Accessory35,Ohio,35.99,9,0.05,1.1
87194,21/01/2015,"viernes, 23 de Enero de 2015",Not Specified,1727,Juanita Ballard,Small Business,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Ohio,14.98,8,0.1,7.69
87195,22/02/2015,"martes, 24 de Febrero de 2015",High,1728,Carrie Lewis,Corporate,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Ohio,55.48,10,0.04,6.79
87208,23/05/2015,"lunes, 25 de Mayo de 2015",Critical,2527,Gretchen Orr,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Louisiana,21.38,3,0.07,8.99
87208,23/05/2015,"lunes, 25 de Mayo de 2015",Critical,2526,Derek Sweeney,Corporate,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Louisiana,2.16,24,0.01,6.05
87214,28/05/2015,"viernes, 29 de Mayo de 2015",Critical,250,Brenda Nelson Blanchard,Corporate,Office Supplies,Pens & Art Supplies,DIXON Oriole® Pencils,Minnesota,2.58,39,0.02,1.3
87214,28/05/2015,"viernes, 29 de Mayo de 2015",Critical,250,Brenda Nelson Blanchard,Corporate,Technology,Telephones and Communication,StarTAC Series,Minnesota,65.99,27,0.02,3.9
87221,24/02/2015,"jueves, 26 de Febrero de 2015",Medium,1127,Ray Grady,Consumer,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Texas,4.06,16,0.02,6.89
87222,22/06/2015,"sábado, 27 de Junio de 2015",Low,1128,Kurt O'Connor,Consumer,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Texas,4.2,13,0.06,2.26
87222,22/06/2015,"viernes, 26 de Junio de 2015",Low,1127,Ray Grady,Consumer,Office Supplies,Rubber Bands,Plymouth Boxed Rubber Bands by Plymouth,Texas,4.71,19,0.04,0.7
87234,19/02/2015,"viernes, 20 de Febrero de 2015",Not Specified,2052,Francis Kendall,Home Office,Technology,Telephones and Communication,Accessory35,New Mexico,35.99,19,0.1,1.1
87234,19/02/2015,"sábado, 21 de Febrero de 2015",Not Specified,2052,Francis Kendall,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",New Mexico,31.78,13,0.07,1.99
87234,19/02/2015,"viernes, 20 de Febrero de 2015",Not Specified,2052,Francis Kendall,Home Office,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,New Mexico,5.98,5,0,2.5
87240,30/04/2015,"sábado, 02 de Mayo de 2015",Low,2823,Max Hurley,Corporate,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Nevada,21.98,11,0.02,2.87
87243,09/01/2015,"sábado, 10 de Enero de 2015",Not Specified,1749,Sherri P Stephens,Home Office,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Oklahoma,4.13,2,0.02,6.89
87244,14/02/2015,"lunes, 16 de Febrero de 2015",Low,1749,Sherri P Stephens,Home Office,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Oklahoma,60.65,1,0.04,12.23
87245,12/06/2015,"domingo, 14 de Junio de 2015",High,1748,Helen Simpson,Consumer,Furniture,Tables,Bevis 36 x 72 Conference Tables,Oklahoma,124.49,1,0.04,51.94
